model_short,model_full,asset,stride_letter,stride_label,scenario,scenario_id
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",4 & 7. Cloud MLLM (Gemini API),E,Elevation of Privilege,Compromised API keys allow attackers to access additional cloud resources.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",5. Distance Estimation Agent (Depth Pro),S,Spoofing,Fake sensor inputs cause incorrect distance calculations.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",5. Distance Estimation Agent (Depth Pro),T,Tampering,Distance estimation models are altered to understate or overstate hazard proximity.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",5. Distance Estimation Agent (Depth Pro),R,Repudiation,Insufficient logging prevents validation of how distance values were generated.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",5. Distance Estimation Agent (Depth Pro),I,Information Disclosure,Environmental and vehicle location information is leaked through outputs.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",5. Distance Estimation Agent (Depth Pro),D,Denial of Service,Resource exhaustion prevents execution of depth estimation.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",5. Distance Estimation Agent (Depth Pro),E,Elevation of Privilege,Model-serving vulnerabilities permit escalation to privileged roadside services.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",6. Message Generation Agent,S,Spoofing,Attacker impersonates the agent and generates fake DENM warning content.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",6. Message Generation Agent,T,Tampering,"Warning messages are modified before encoding, resulting in misleading alerts.",
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",6. Message Generation Agent,R,Repudiation,Generated messages cannot be linked to the originating hazard assessment.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",6. Message Generation Agent,I,Information Disclosure,Generated messages expose confidential infrastructure information.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",6. Message Generation Agent,D,Denial of Service,Excessive requests interrupt warning generation.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",6. Message Generation Agent,E,Elevation of Privilege,Compromised agent obtains unauthorized control over DENM generation workflows.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",8. DENM Encoder (ASN.1 UPER Payload),S,Spoofing,Unauthorized process generates forged DENM messages.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",8. DENM Encoder (ASN.1 UPER Payload),T,Tampering,Encoded payload fields are altered to report false accident details.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",8. DENM Encoder (ASN.1 UPER Payload),R,Repudiation,No cryptographic linkage exists between generated DENM messages and originating events.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",8. DENM Encoder (ASN.1 UPER Payload),I,Information Disclosure,Encoded messages reveal operational metadata useful to attackers.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",8. DENM Encoder (ASN.1 UPER Payload),D,Denial of Service,Malformed payloads cause parser crashes and encoder failures.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",8. DENM Encoder (ASN.1 UPER Payload),E,Elevation of Privilege,ASN.1 parsing vulnerabilities enable code execution on the encoder host.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","9. RSU (Roadside Unit, Signs, PC5, HSM)",S,Spoofing,Attacker impersonates a legitimate RSU using stolen certificates.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","9. RSU (Roadside Unit, Signs, PC5, HSM)",T,Tampering,Broadcast warning messages or HSM configurations are modified.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","9. RSU (Roadside Unit, Signs, PC5, HSM)",R,Repudiation,RSU operators deny transmitting malicious or incorrect alerts.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","9. RSU (Roadside Unit, Signs, PC5, HSM)",I,Information Disclosure,Vehicle communication metadata and certificates are exposed.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","9. RSU (Roadside Unit, Signs, PC5, HSM)",D,Denial of Service,RF jamming or message flooding prevents dissemination of safety alerts.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","9. RSU (Roadside Unit, Signs, PC5, HSM)",E,Elevation of Privilege,Compromise of the HSM or RSU software grants administrative control over C-V2X communications.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","10. Central ITS-S (PKI, Operator)",S,Spoofing,Stolen PKI credentials allow attackers to impersonate trusted infrastructure.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","10. Central ITS-S (PKI, Operator)",T,Tampering,Certificate issuance or revocation records are manipulated.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","10. Central ITS-S (PKI, Operator)",R,Repudiation,Operators deny certificate actions due to insufficient auditing.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","10. Central ITS-S (PKI, Operator)",I,Information Disclosure,"Private keys, certificates, and operator credentials are exposed.",
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","10. Central ITS-S (PKI, Operator)",D,Denial of Service,"PKI services become unavailable, preventing certificate validation and message signing.",
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","10. Central ITS-S (PKI, Operator)",E,Elevation of Privilege,Compromised operator accounts obtain full PKI administration privileges.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",11. OBU (On-Board Unit),S,Spoofing,Rogue OBU impersonates a legitimate vehicle.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",11. OBU (On-Board Unit),T,Tampering,Received DENM messages are modified before validation.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",11. OBU (On-Board Unit),R,Repudiation,Vehicle cannot prove receipt or rejection of safety warnings.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",11. OBU (On-Board Unit),I,Information Disclosure,"Location, communication, and certificate information are leaked.",
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",11. OBU (On-Board Unit),D,Denial of Service,Radio-channel flooding prevents reception of critical alerts.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",11. OBU (On-Board Unit),E,Elevation of Privilege,Compromised modem firmware grants access to vehicle communication subsystems.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",12. Vehicle Computer (Verification and Warning Logic),S,Spoofing,Fake OBU messages are accepted as trusted warnings.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",12. Vehicle Computer (Verification and Warning Logic),T,Tampering,Verification algorithms or warning thresholds are modified.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",12. Vehicle Computer (Verification and Warning Logic),R,Repudiation,No audit trail exists for warning decisions made by the vehicle computer.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",12. Vehicle Computer (Verification and Warning Logic),I,Information Disclosure,Internal vehicle status and alert data are exposed.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",12. Vehicle Computer (Verification and Warning Logic),D,Denial of Service,Excessive message processing disables warning validation.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",12. Vehicle Computer (Verification and Warning Logic),E,Elevation of Privilege,Attackers exploit software vulnerabilities to gain control of safety functions.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",13. Driver HMI (Visual and Audio Alert),S,Spoofing,Fake alerts are displayed to mislead the driver.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",13. Driver HMI (Visual and Audio Alert),T,Tampering,Alert content or severity levels are altered.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",13. Driver HMI (Visual and Audio Alert),R,Repudiation,There is no evidence proving that a warning was presented to the driver.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",13. Driver HMI (Visual and Audio Alert),I,Information Disclosure,Displayed information reveals vehicle or route details to unauthorized observers.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",13. Driver HMI (Visual and Audio Alert),D,Denial of Service,HMI malfunction suppresses critical safety alerts.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version",13. Driver HMI (Visual and Audio Alert),E,Elevation of Privilege,Compromise of the HMI enables access to other vehicle subsystems.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","Communication Links (5G Uu, PC5 Sidelink, RSU-Cloud APIs)",S,Spoofing,"Attacker impersonates RSU, OBU, cloud services, or roadside infrastructure endpoints.",
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","Communication Links (5G Uu, PC5 Sidelink, RSU-Cloud APIs)",T,Tampering,"Messages in transit are modified, leading to incorrect accident notifications.",
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","Communication Links (5G Uu, PC5 Sidelink, RSU-Cloud APIs)",R,Repudiation,Participants deny having transmitted or received safety-critical messages.,
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","Communication Links (5G Uu, PC5 Sidelink, RSU-Cloud APIs)",I,Information Disclosure,"Eavesdropping reveals DENM payloads, location data, certificates, and operational information.",
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","Communication Links (5G Uu, PC5 Sidelink, RSU-Cloud APIs)",D,Denial of Service,"5G disruption, PC5 jamming, or API flooding prevents accident warning delivery.",
Copilot,"Copilot last version released between August 11, 2026, and August 25, 2026\. free version","Communication Links (5G Uu, PC5 Sidelink, RSU-Cloud APIs)",E,Elevation of Privilege,Network-level compromise enables unauthorized access to trusted infrastructure services.,
DeepSeek,DeepSeek 4.1 Flash,Cameras (1),S,Spoofing,Rogue camera node injecting fake video feeds into the edge detector.,
DeepSeek,DeepSeek 4.1 Flash,Cameras (1),T,Tampering,"Physical or logical modification (e.g., blinding, lens obstruction, replay attacks) of camera streams to prevent accident detection.",
DeepSeek,DeepSeek 4.1 Flash,Cameras (1),I,Information Disclosure,Unencrypted video feeds intercepted by unauthorized parties.,
DeepSeek,DeepSeek 4.1 Flash,Cameras (1),D,Denial of Service,Flooding the camera interface to exhaust processing resources or blinding the sensor.,
DeepSeek,DeepSeek 4.1 Flash,Edge Detector (2),S,Spoofing,Malicious actor impersonating a legitimate camera to feed crafted data.,
DeepSeek,DeepSeek 4.1 Flash,Edge Detector (2),T,Tampering,Modifying the YOLOv5 model weights or configuration to miss specific hazards.,
DeepSeek,DeepSeek 4.1 Flash,Edge Detector (2),R,Repudiation,Lack of audit logs for detected hazards or system modifications.,
DeepSeek,DeepSeek 4.1 Flash,Edge Detector (2),I,Information Disclosure,Extraction of edge processing logic or cached video frames.,
DeepSeek,DeepSeek 4.1 Flash,Edge Detector (2),D,Denial of Service,Resource exhaustion (CPU/GPU) via high-volume video frame injection.,
DeepSeek,DeepSeek 4.1 Flash,Edge Detector (2),E,Elevation of Privilege,Exploiting software vulnerabilities to gain root access to the edge device and pivot to the AI agents.,
DeepSeek,DeepSeek 4.1 Flash,"AI Agents (3, 5, 6) and Cloud MLLM (4 & 7)",S,Spoofing,Impersonating the Cloud MLLM API to send fake situation detection or message generation responses.,
DeepSeek,DeepSeek 4.1 Flash,"AI Agents (3, 5, 6) and Cloud MLLM (4 & 7)",T,Tampering,"Adversarial machine learning (poisoning inputs, prompt injection) to alter hazard detection, distance estimation, or message generation.",
DeepSeek,DeepSeek 4.1 Flash,"AI Agents (3, 5, 6) and Cloud MLLM (4 & 7)",R,Repudiation,"Lack of immutable audit trails for AI decisions (e.g., denying an accident was detected or a message was generated).",
DeepSeek,DeepSeek 4.1 Flash,"AI Agents (3, 5, 6) and Cloud MLLM (4 & 7)",I,Information Disclosure,Model inversion or data leakage exposing sensitive training data or inferred accident scenes.,
DeepSeek,DeepSeek 4.1 Flash,"AI Agents (3, 5, 6) and Cloud MLLM (4 & 7)",D,Denial of Service,API flooding or resource exhaustion to prevent real-time accident detection and message generation.,
DeepSeek,DeepSeek 4.1 Flash,"AI Agents (3, 5, 6) and Cloud MLLM (4 & 7)",E,Elevation of Privilege,Exploiting API or container vulnerabilities to execute commands on the cloud infrastructure hosting the MLLM.,
DeepSeek,DeepSeek 4.1 Flash,DENM Encoder (8),T,Tampering,Modifying the ASN.1 UPER payload before encoding to falsify accident details or locations.,
DeepSeek,DeepSeek 4.1 Flash,DENM Encoder (8),I,Information Disclosure,Extracting unencrypted DENM payloads prior to transmission.,
DeepSeek,DeepSeek 4.1 Flash,DENM Encoder (8),D,Denial of Service,Overloading the encoder to delay or drop critical safety messages.,
DeepSeek,DeepSeek 4.1 Flash,Central ITS-S (10),S,Spoofing,Compromised Certificate Authority issuing rogue certificates to malicious nodes.,
DeepSeek,DeepSeek 4.1 Flash,Central ITS-S (10),T,Tampering,Unauthorized modification of PKI records or operator configurations.,
DeepSeek,DeepSeek 4.1 Flash,Central ITS-S (10),R,Repudiation,Administrator denying actions taken on the central system.,
DeepSeek,DeepSeek 4.1 Flash,Central ITS-S (10),I,Information Disclosure,"Leakage of private keys, operator credentials, or sensitive event reports.",
DeepSeek,DeepSeek 4.1 Flash,Central ITS-S (10),D,Denial of Service,"DDoS attack on the PKI infrastructure, halting certificate validation for the entire network.",
DeepSeek,DeepSeek 4.1 Flash,Central ITS-S (10),E,Elevation of Privilege,Exploiting operator interface vulnerabilities to gain root access to the ITS central infrastructure.,
DeepSeek,DeepSeek 4.1 Flash,RSU (9),S,Spoofing,Compromised RSU broadcasting fake DENMs (Decentralized Environmental Notification Messages).,
DeepSeek,DeepSeek 4.1 Flash,RSU (9),T,Tampering,Modifying ASN.1 payloads or altering RSU signs/HSM configurations.,
DeepSeek,DeepSeek 4.1 Flash,RSU (9),R,Repudiation,RSU denying broadcasting a specific safety message.,
DeepSeek,DeepSeek 4.1 Flash,RSU (9),I,Information Disclosure,Extracting HSM keys from the RSU or reading unencrypted DENM payloads.,
DeepSeek,DeepSeek 4.1 Flash,RSU (9),D,Denial of Service,HSM overload or PC5 sidelink jamming from the RSU.,
DeepSeek,DeepSeek 4.1 Flash,RSU (9),E,Elevation of Privilege,Gaining root access to the RSU to manipulate the HSM or broadcast false safety messages.,
DeepSeek,DeepSeek 4.1 Flash,"Communication Links (5G Uu, PC5 Sidelink, Wired)",S,Spoofing,Spoofing a legitimate RSU or OBU on the PC5 sidelink or 5G network.,
DeepSeek,DeepSeek 4.1 Flash,"Communication Links (5G Uu, PC5 Sidelink, Wired)",T,Tampering,Man-in-the-Middle (MitM) attacks modifying DENM payloads or AI agent communications during transmission.,
DeepSeek,DeepSeek 4.1 Flash,"Communication Links (5G Uu, PC5 Sidelink, Wired)",I,Information Disclosure,Eavesdropping on unencrypted 5G or PC5 traffic containing vehicle telemetry or accident reports.,
DeepSeek,DeepSeek 4.1 Flash,"Communication Links (5G Uu, PC5 Sidelink, Wired)",D,Denial of Service,"Radio frequency (RF) jamming of PC5/5G signals, or cellular network flooding.",
DeepSeek,DeepSeek 4.1 Flash,"Vehicle ITS Station (OBU 11, Vehicle Computer 12, Driver HMI 13)",S,Spoofing,Spoofing a legitimate OBU to send false vehicle status or accident reports.,
DeepSeek,DeepSeek 4.1 Flash,"Vehicle ITS Station (OBU 11, Vehicle Computer 12, Driver HMI 13)",T,Tampering,Modifying warning logic in the vehicle computer or altering audio/visual alerts on the Driver HMI.,
DeepSeek,DeepSeek 4.1 Flash,"Vehicle ITS Station (OBU 11, Vehicle Computer 12, Driver HMI 13)",R,Repudiation,Denying that a warning was issued or received by the vehicle.,
DeepSeek,DeepSeek 4.1 Flash,"Vehicle ITS Station (OBU 11, Vehicle Computer 12, Driver HMI 13)",I,Information Disclosure,"Extracting driver behavior data, vehicle location, or HMI interactions from the OBU/Vehicle Computer.",
DeepSeek,DeepSeek 4.1 Flash,"Vehicle ITS Station (OBU 11, Vehicle Computer 12, Driver HMI 13)",D,Denial of Service,Flooding the OBU with fake PC5 messages to prevent reception of legitimate DENMs.,
DeepSeek,DeepSeek 4.1 Flash,"Vehicle ITS Station (OBU 11, Vehicle Computer 12, Driver HMI 13)",E,Elevation of Privilege,Exploiting OBU vulnerabilities to gain control over the vehicle computer or HMI systems.,
Medini,Medini Analyze (tool-generated),Mono + Stereo,I,Information Disclosure,Information Disclosure of Mono + Stereo,T001
Medini,Medini Analyze (tool-generated),Mono + Stereo,T,Tampering,Tampering of Mono + Stereo,T002
Medini,Medini Analyze (tool-generated),Mono + Stereo,D,Denial of Service,Denial of Service of Mono + Stereo,T003
Medini,Medini Analyze (tool-generated),Mono + Stereo,S,Spoofing,Spoofing of Mono + Stereo,T004
Medini,Medini Analyze (tool-generated),Mono + Stereo,E,Elevation of Privilege,Elevation of Privilege of Mono + Stereo,T005
Medini,Medini Analyze (tool-generated),Mono + Stereo,R,Repudiation,Repudiation of Mono + Stereo,T006
Medini,Medini Analyze (tool-generated),Mono + Stereo::image_out,I,Information Disclosure,Information Disclosure of image_out,T007
Medini,Medini Analyze (tool-generated),Mono + Stereo::image_out,T,Tampering,Tampering of image_out,T008
Medini,Medini Analyze (tool-generated),Mono + Stereo::image_out,D,Denial of Service,Denial of Service of image_out,T009
Medini,Medini Analyze (tool-generated),image_out ↔ image_in,I,Information Disclosure,Information Disclosure of image_out ↔ image_in,T010
Medini,Medini Analyze (tool-generated),image_out ↔ image_in,T,Tampering,Tampering of image_out ↔ image_in,T011
Medini,Medini Analyze (tool-generated),image_out ↔ image_in,D,Denial of Service,Denial of Service of image_out ↔ image_in,T012
Medini,Medini Analyze (tool-generated),YOLOv5 fast path,I,Information Disclosure,Information Disclosure of YOLOv5 fast path,T013
Medini,Medini Analyze (tool-generated),YOLOv5 fast path,T,Tampering,Tampering of YOLOv5 fast path,T014
Medini,Medini Analyze (tool-generated),YOLOv5 fast path,D,Denial of Service,Denial of Service of YOLOv5 fast path,T015
Medini,Medini Analyze (tool-generated),YOLOv5 fast path,S,Spoofing,Spoofing of YOLOv5 fast path,T016
Medini,Medini Analyze (tool-generated),YOLOv5 fast path,E,Elevation of Privilege,Elevation of Privilege of YOLOv5 fast path,T017
Medini,Medini Analyze (tool-generated),YOLOv5 fast path,R,Repudiation,Repudiation of YOLOv5 fast path,T018
Medini,Medini Analyze (tool-generated),YOLOv5 fast path::image_in,I,Information Disclosure,Information Disclosure of image_in,T019
Medini,Medini Analyze (tool-generated),YOLOv5 fast path::image_in,T,Tampering,Tampering of image_in,T020
Medini,Medini Analyze (tool-generated),YOLOv5 fast path::image_in,D,Denial of Service,Denial of Service of image_in,T021
Medini,Medini Analyze (tool-generated),YOLOv5 fast path::detections_out,I,Information Disclosure,Information Disclosure of detections_out,T022
Medini,Medini Analyze (tool-generated),YOLOv5 fast path::detections_out,T,Tampering,Tampering of detections_out,T023
Medini,Medini Analyze (tool-generated),YOLOv5 fast path::detections_out,D,Denial of Service,Denial of Service of detections_out,T024
Medini,Medini Analyze (tool-generated),detections_out ↔ detections_in,I,Information Disclosure,Information Disclosure of detections_out ↔ detections_in,T025
Medini,Medini Analyze (tool-generated),detections_out ↔ detections_in,T,Tampering,Tampering of detections_out ↔ detections_in,T026
Medini,Medini Analyze (tool-generated),detections_out ↔ detections_in,D,Denial of Service,Denial of Service of detections_out ↔ detections_in,T027
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call",I,Information Disclosure,"Information Disclosure of Agent 1, MLLM call",T028
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call",T,Tampering,"Tampering of Agent 1, MLLM call",T029
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call",D,Denial of Service,"Denial of Service of Agent 1, MLLM call",T030
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call",S,Spoofing,"Spoofing of Agent 1, MLLM call",T031
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call",E,Elevation of Privilege,"Elevation of Privilege of Agent 1, MLLM call",T032
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call",R,Repudiation,"Repudiation of Agent 1, MLLM call",T033
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::detections_in",I,Information Disclosure,Information Disclosure of detections_in,T034
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::detections_in",T,Tampering,Tampering of detections_in,T035
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::detections_in",D,Denial of Service,Denial of Service of detections_in,T036
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::hazard_out",I,Information Disclosure,Information Disclosure of hazard_out,T037
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::hazard_out",T,Tampering,Tampering of hazard_out,T038
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::hazard_out",D,Denial of Service,Denial of Service of hazard_out,T039
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::mllm_request",I,Information Disclosure,Information Disclosure of mllm_request,T040
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::mllm_request",T,Tampering,Tampering of mllm_request,T041
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::mllm_request",D,Denial of Service,Denial of Service of mllm_request,T042
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::uu_mllm_link",I,Information Disclosure,Information Disclosure of uu_mllm_link,T043
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::uu_mllm_link",T,Tampering,Tampering of uu_mllm_link,T044
Medini,Medini Analyze (tool-generated),"Agent 1, MLLM call::uu_mllm_link",D,Denial of Service,Denial of Service of uu_mllm_link,T045
Medini,Medini Analyze (tool-generated),hazard_out ↔ hazard_in,I,Information Disclosure,Information Disclosure of hazard_out ↔ hazard_in,T046
Medini,Medini Analyze (tool-generated),hazard_out ↔ hazard_in,T,Tampering,Tampering of hazard_out ↔ hazard_in,T047
Medini,Medini Analyze (tool-generated),hazard_out ↔ hazard_in,D,Denial of Service,Denial of Service of hazard_out ↔ hazard_in,T048
Medini,Medini Analyze (tool-generated),mllm_request ↔ mllm_in,I,Information Disclosure,Information Disclosure of mllm_request ↔ mllm_in,T049
Medini,Medini Analyze (tool-generated),mllm_request ↔ mllm_in,T,Tampering,Tampering of mllm_request ↔ mllm_in,T050
Medini,Medini Analyze (tool-generated),mllm_request ↔ mllm_in,D,Denial of Service,Denial of Service of mllm_request ↔ mllm_in,T051
Medini,Medini Analyze (tool-generated),uu_mllm_link ↔ mllm_link_1,I,Information Disclosure,Information Disclosure of uu_mllm_link ↔ mllm_link_1,T052
Medini,Medini Analyze (tool-generated),uu_mllm_link ↔ mllm_link_1,T,Tampering,Tampering of uu_mllm_link ↔ mllm_link_1,T053
Medini,Medini Analyze (tool-generated),uu_mllm_link ↔ mllm_link_1,D,Denial of Service,Denial of Service of uu_mllm_link ↔ mllm_link_1,T054
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro",I,Information Disclosure,"Information Disclosure of Agent 2, Depth Pro",T055
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro",T,Tampering,"Tampering of Agent 2, Depth Pro",T056
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro",D,Denial of Service,"Denial of Service of Agent 2, Depth Pro",T057
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro",S,Spoofing,"Spoofing of Agent 2, Depth Pro",T058
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro",E,Elevation of Privilege,"Elevation of Privilege of Agent 2, Depth Pro",T059
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro",R,Repudiation,"Repudiation of Agent 2, Depth Pro",T060
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro::hazard_in",I,Information Disclosure,Information Disclosure of hazard_in,T061
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro::hazard_in",T,Tampering,Tampering of hazard_in,T062
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro::hazard_in",D,Denial of Service,Denial of Service of hazard_in,T063
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro::distance_out",I,Information Disclosure,Information Disclosure of distance_out,T064
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro::distance_out",T,Tampering,Tampering of distance_out,T065
Medini,Medini Analyze (tool-generated),"Agent 2, Depth Pro::distance_out",D,Denial of Service,Denial of Service of distance_out,T066
Medini,Medini Analyze (tool-generated),distance_out ↔ distance_in,I,Information Disclosure,Information Disclosure of distance_out ↔ distance_in,T067
Medini,Medini Analyze (tool-generated),distance_out ↔ distance_in,T,Tampering,Tampering of distance_out ↔ distance_in,T068
Medini,Medini Analyze (tool-generated),distance_out ↔ distance_in,D,Denial of Service,Denial of Service of distance_out ↔ distance_in,T069
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call",I,Information Disclosure,"Information Disclosure of Agent 3, MLLM call",T070
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call",T,Tampering,"Tampering of Agent 3, MLLM call",T071
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call",D,Denial of Service,"Denial of Service of Agent 3, MLLM call",T072
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call",S,Spoofing,"Spoofing of Agent 3, MLLM call",T073
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call",E,Elevation of Privilege,"Elevation of Privilege of Agent 3, MLLM call",T074
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call",R,Repudiation,"Repudiation of Agent 3, MLLM call",T075
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::distance_in",I,Information Disclosure,Information Disclosure of distance_in,T076
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::distance_in",T,Tampering,Tampering of distance_in,T077
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::distance_in",D,Denial of Service,Denial of Service of distance_in,T078
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::content_out",I,Information Disclosure,Information Disclosure of content_out,T079
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::content_out",T,Tampering,Tampering of content_out,T080
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::content_out",D,Denial of Service,Denial of Service of content_out,T081
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::mllm_request",I,Information Disclosure,Information Disclosure of mllm_request,T082
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::mllm_request",T,Tampering,Tampering of mllm_request,T083
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::mllm_request",D,Denial of Service,Denial of Service of mllm_request,T084
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::uu_mllm_link",I,Information Disclosure,Information Disclosure of uu_mllm_link,T085
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::uu_mllm_link",T,Tampering,Tampering of uu_mllm_link,T086
Medini,Medini Analyze (tool-generated),"Agent 3, MLLM call::uu_mllm_link",D,Denial of Service,Denial of Service of uu_mllm_link,T087
Medini,Medini Analyze (tool-generated),content_out ↔ content_in,I,Information Disclosure,Information Disclosure of content_out ↔ content_in,T088
Medini,Medini Analyze (tool-generated),content_out ↔ content_in,T,Tampering,Tampering of content_out ↔ content_in,T089
Medini,Medini Analyze (tool-generated),content_out ↔ content_in,D,Denial of Service,Denial of Service of content_out ↔ content_in,T090
Medini,Medini Analyze (tool-generated),mllm_request ↔ mllm_in_2,I,Information Disclosure,Information Disclosure of mllm_request ↔ mllm_in_2,T091
Medini,Medini Analyze (tool-generated),mllm_request ↔ mllm_in_2,T,Tampering,Tampering of mllm_request ↔ mllm_in_2,T092
Medini,Medini Analyze (tool-generated),mllm_request ↔ mllm_in_2,D,Denial of Service,Denial of Service of mllm_request ↔ mllm_in_2,T093
